com_id,com_code,com_name_ar,com_name_en,com_tel,com_address,com_usr_code,com_active,sec_insert_uid,sec_insert_date,sec_update_uid,sec_update_date
"239","239","ايمان فارما للأدوية","EMAN PHARM FOR DRUGS TRADING","","","","1","","","",""
"240","240","كريستيان ديور","CHRISTIAN DIOR","","","","1","","","",""
"241","241","سمريست","SOMERESET","","","","1","","","",""
"242","242","تترا","TETRA","","","","1","","","",""
"243","243","مديمبكس","MEDIMBEX","","","","1","","","1","20/09/2007 11:17:51 am"
"244","244","فرزن","FRESEN","","","","1","","","",""
"245","245","أيه أم دي","AMD","","","","1","","","",""
"246","246","امريو","EMRIO","","","","1","","","",""
"247","247","بربريشن","PREPARATION","","","","1","","","",""
"248","248","سانكوين سي أل بي","SANQUIN CLB","","","","1","","","",""
"249","249","لمسة","LAMSA","","","","1","","","",""
"250","250","الاسراء","AL ESRAA","","","","1","","","1","20/09/2007 1:30:02 pm"
"251","251","ريمان","REMAN","","","","1","","","1","08/12/2007 4:57:36 pm"
"252","252","دومس","DOMES","","","","1","","","",""
"253","253","برورينال","PRO RENAL","","","","1","","","",""
"254","254","فارما أنترناشيونال","PHARMA INTERNATIONAL","","","","1","","","",""
"255","255","توربت","TORBET","","","","1","","","",""
"256","256","نوفا","NOVA","","","","1","","","",""
"257","257","ميلبروزين","MELBROSIN INTERATION","","","","1","","","",""
"258","258","سينث لاب","SYNTHELABE","","","","1","","","",""
"259","259","ديلاجرانج","DELAGRANGE","","","","1","","","",""
"260","260","تيلوتس","TILLOTTS","","","","1","","","",""
"261","261","تايجين","TEIJIN","","","","1","","","",""
"262","262","ميديكال جايد","INTERNATIONAL MEDICAL GUIDE","","","","1","","","",""
"263","263","فارما جرين","PHARMA GREEN","","","","1","","","",""
"264","264","ميرج","MERGE","","","","1","","","",""
"265","265","البافارم","ALBAPHARM","","","","1","","","",""
"266","266","كولجيت","COLGATE","","","","1","","","",""
"267","267","تاكو","TAKO","","","","1","","","",""
"268","268","ال جي","L G","","","","1","","","1","18/09/2007 7:09:03 pm"
"269","269","بيفيرلي هيلز","BEVERLY HILLS","","","","1","","","",""
"270","270","بولجاري","BULGARI","","","","1","","","",""
"271","271","كارولينا هيريرا","CAROLINA HERRERA","","","","1","","","",""
"272","272","ليك سلوفينيا","LEK SLOVENIA","","","","1","","","",""
"273","273","انتونيو بيج","ANTONIO PUIG","","","","1","","","",""
"274","274","جورجيو ارماني","GIORGIO ARMANI","","","","1","","","",""
"275","275","فان كليف & اربيل","VAN  CLEEF &ARPLES","","","","1","","","",""
"276","276","اسكادا","ESCADA","","","","1","","","",""
"277","277","نينا ريتشي","NINA RICCI","","","","1","","","",""
"278","278","ليو فارماسوتيكال","LEO PHARMACEUTICAL","","","","1","","","",""
"279","279","مارينا بوربون","MARINA BOURBON","","","","1","","","",""
"280","280","بورجوا","BOURJOIS","","","","1","","","",""
"281","281","سوفاج","SAUVAGE","","","","1","","","",""
"282","282","سويس ارمي","SWISS ARMY","","","","1","","","",""
"283","283","ايكيت","EQUITE","","","","1","","","",""
"284","284","دولشي &جابانا","DOLCE & GABBANA","","","","1","","","",""
"285","285","نيكوس","NIKOS","","","","1","","","",""
"286","286","شوبارد","CHOPARD","","","","1","","","",""
"287","287","باكو رابان","PACO RABANNE","","","","1","","","",""
"288","288","ايف سانت لوران","YVE SAINT LAURENT","","","","1","","","1","08/12/2007 4:52:44 pm"
"289","289","كينزو","KENZO","","","","1","","","",""
"290","290","ستايل","STYLE","","","","1","","","",""
"291","291","بيل ميرا","BELLMIRA","","","","1","","","",""
"292","292","كلارينز","CLARINS","","","","1","","","",""
"293","293","كليرول","CLAIROL","","","","1","","","",""
"294","294","جوتشي","GUCCI","","","","1","","","",""
"295","295","كالفين كلاين","CALVIN KLEIN","","","","1","","","",""
"296","296","مويست ايجبت","MOISTEGYPT","","","","1","","","",""
"297","297","كيراستاس","KERASTASE","","","","1","","","",""
"298","298","سيتر شاين","CITRE SHINE","","","","1","","","",""
"299","299","ثيكر &فوللر","THICKER FULLER","","","","1","","","",""
"300","300","زيرو فريز","ZERO FRIZZ","","","","1","","","",""
"301","301","ماد","MUD","","","","1","","","",""
"302","302","ميلك & هوني","MILLK& HONEY","","","","1","","","",""
"303","303","داين","DIN","","","","1","","","1","08/12/2007 4:34:38 pm"
"304","304","جينرال","GENERAL","","","","1","","","",""
"305","305","ريكلان","RICLAN","","","","1","","","",""
"306","306","ستاندال","STANDHAL","","","","1","","","",""
"307","307","رالف لوران","RALPH LAUREN","","","","1","","","",""
"308","308","بالوما بيكاسو","PALOMA PICASSO","","","","1","","","",""
"309","309","ساندرا","SANDRA","","","","1","","","",""
"310","310","اكس","AXE","","","","1","","","",""
"311","311","امبالس","IMPULSE","","","","1","","","",""
"312","312","بوندز","PONDS","","","","1","","","",""
"313","313","كاشاريل","CACHAREL","","","","1","","","",""
"314","314","انتيسا","INTESA","","","","1","","","",""
"315","315","ماليزيا","MALIZIA","","","","1","","","",""
"316","316","سيكورا","SICURA","","","","1","","","",""
"317","317","ليزا","LIZA","","","","1","","","",""
"318","318","جيليت","GILLETE","","","","1","","","",""
"319","319","كارمين","CARMEN","","","","1","","","",""
"320","320","سويس ناتشر","SWISS NATURE","","","","1","","","",""
"321","321","روشا","ROCHAS","","","","1","","","",""
"322","322","لانكوم","LANCOME","","","","1","","","",""
"323","323","لانكيستر","LANCASTER","","","","1","","","",""
"324","324","شانيل","CHANEL","","","","1","","","",""
"325","325","استي لودر","ESTE LAUDER","","","","1","","","",""
"326","326","اورلان","ORLANE","","","","1","","","",""
"327","327","سانت ايفز","ST. IVES","","","","1","","","",""
"328","328","بريليل","BRELIL","","","","1","","","",""
"329","329","التر ايجو","ALTER EGO","","","","1","","","",""
"330","330","باور بادي","POWER BODY","","","","1","","","",""
"331","331","كريستيان لاكروا","CHRISTIAN LACROIX","","","","1","","","",""
"332","332","جيوفوري بين","GEOFFRY BEENE","","","","1","","","",""
"333","333","يوجي ياماماتو","YOHJI YAMAMATO","","","","1","","","",""
"334","334","اناسوي","ANNA SUI","","","","1","","","",""
"335","335","بيبي بوم","BABY BOOM","","","","1","","","",""
"336","336","جيفينشي","GIVENCHY","","","","1","","","",""
"337","337","ايزادورا","ISADORA","","","","1","","","",""
"338","338","ازارو","AZZARO","","","","1","","","",""
"339","339","ياردلي","YARDLEY","","","","1","","","",""
"340","340","كارينا","CARENA","","","","1","","","",""
"341","341","امون","AMOUN","","","","1","","","",""
"342","342","ليدرلى","LEDERLE","","","","1","","","",""
"343","343","لاكتويل","LACTUEL","","","","1","","","",""
"344","344","ري - كولور","RI COLOR","","","","1","","","",""
"345","345","فاتن","FATEN","","","","1","","","",""
"346","346","بايجن","BIGEN","","","","1","","","",""
"347","347","فريدي","FRREDY","","","","1","","","",""
"348","348","جست فور مين","JUST FOR MEN","","","","1","","","",""
"349","349","في او فايف","VO5","","","","1","","","",""
"350","350","فارماسي","FARMA CI","","","","1","","","",""
"351","351","جيني","JENNY","","","","1","","","",""
"352","352","ليللى","LILLY","","","","1","","","",""
"353","353","جيرلان","GURELAIN","","","","1","","","",""
"354","354","بلاك اوبال","BLACK OPAL","","","","1","","","",""
"355","355","كاجوال ماسي","CASUAL MASSY","","","","1","","","",""
"356","356","بودوجيل","PODOGEL","","","","1","","","",""
"357","357","بيل فيتا","BELL VITA","","","","1","","","",""
"358","358","بيتينا بارتي","BETTINA PARTY","","","","1","","","",""
"359","359","لورد & بيرري","LORD & BERRY","","","","1","","","",""
"360","360","ستروب","STRAUB","","","","1","","","",""
"361","361","ايفا جاردن","EVA GARDEN","","","","1","","","",""
"362","362","بالموليف","PALMOLIVE","","","","1","","","",""
"363","363","هيجرون","HEGRON","","","","1","","","",""
"364","364","جينسينج","GINSENG","","","","1","","","",""
"365","365","فيتا بوينت","VITA POINT","","","","1","","","",""
"366","366","فيرساتشي","VERSACE","","","","1","","","",""
"367","367","دوف","DOVE","","","","1","","","",""
"368","368","فري مان","FREE MAN","","","","1","","","",""
"369","369","بيكينز","PIKENZ","","","","1","","","",""
"370","370","جون سيبيل","JEUNE CYBELLE","","","","1","","","",""
"371","371","سيبيل","CYBELLE","","","","1","","","",""
"372","372","بريل كريم","BRYLCREAM","","","","1","","","1","08/12/2007 4:47:01 pm"
"373","373","ماكس فاكتور","MAX FACTOR","","","","1","","","",""
"374","374","بيو سويس","BIO SWISS","","","","1","","","",""
"375","375","روبيرتس","ROBERTS","","","","1","","","",""
"376","376","ستريتر & سموثر","STRAIGHTER & SMOOTHER","","","","1","","","",""
"377","377","هاي برو باك","HI PRO PAC","","","","1","","","",""
"378","378","روش دياجنوستيكس","ROCHE DIAGNOSTICS","","","","1","","","",""
"379","379","نيوتروجينا","NEUTROGENA","","","","1","","","",""
"380","380","نيفيا","NIVEA","","","","1","","","",""
"381","381","لوريال","LOREAL","","","","1","","","",""
"382","382","فيكتورياز سيكريت","VICTORIAS SECRET","","","","1","","","",""
"383","383","فايف ستارز","FIVE STARS","","","","1","","","",""
"384","384","هيلينا روبينشتاين","HELENA RUBENSTEIN","","","","1","","","",""
"385","385","كوون","KEUNE","","","","1","","","",""
"386","386","جي اف لازارتيج","J.F. LAZARTIGUE","","","","1","","","",""
"387","387","اون ليفان","EN LIVEN","","","","1","","","",""
"388","388","فيتشي","VICHY","","","","1","","","",""
"389","389","جريه","GRES","","","","1","","","",""
"390","390","بوشيرون","BOUCHERON","","","","1","","","",""
"391","391","بوبا","PUPA","","","","1","","","",""
"392","392","ريفيفر","REVIVRE","","","","1","","","",""
"393","393","ايفا كاي","EVA KAY","","","","1","","","",""
"394","394","كينابو","KANEBO","","","","1","","","",""
"395","395","لا برير","LA PRAIRE","","","","1","","","",""
"396","396","فام فريش","FEMME FRESH","","","","1","","","",""
"397","397","اونيكس","ONYX","","","","1","","","",""
"398","398","كاجال","KAJAL","","","","1","","","",""
"399","399","يولاي","ULAY","","","","1","","","",""
"400","400","لاباز","LABAZ","","","","1","","","",""
"401","401","ثرى ام هيلث كير","THREEM HEALTH CARE","","","","1","","","1","08/12/2007 4:35:51 pm"
"402","402","ادكو","ADCO","","","","1","","","1","20/09/2007 12:08:04 pm"
"403","403","ميريل دو","MERRELL DOW","","","","1","","","",""
"404","404","ميرك شارب اند دوم","MERCK SHARP & DOHME","","","","1","","","",""
"405","405","ريكسيل","REXCEL","","","","1","","","1","20/09/2007 3:12:17 pm"
"406","406","سيبافيجن","CIBA VISION","","","","1","","","",""
"407","407","لى بيتيت","LE PETIT","","","","1","","","",""
"408","408","اترال","ATRAL","","","","1","","","1","20/09/2007 12:13:19 pm"
"409","409","جلامور","GLAMOUR","","","","1","","","",""
"410","410","ماى واى","MY WAY","","","","1","","","",""
"411","411","ميديكو","MIDCO","","","","1","","","",""
"412","412","تايوان","TAIWAN","","","","1","","","",""
"413","413","جلوريا","GLORIA","","","","1","","","",""
"414","414","سبسيال","SPECIAL","","","","1","","","",""
"415","415","ماكيدا","MAKIDA","","","","1","","","",""
"416","416","جى بيبي","JGY BABY","","","","1","","","",""
"417","417","افري ميديكال","AFRI MEDICAL","","","","1","","","",""
"418","418","ميدى سرف","MEDI SERVE","","","","1","","","",""
"419","419","ميديمبكس","MEDIMPLEX","","","","1","","","",""
"420","420","اليرجان","ALLERGAN","","","","1","","","",""
"421","421","مينافارم","MINA PHARM","","","","1","","","",""
"422","422","ميركل","MERCKLE","","","","1","","","",""
"423","423","مهن طبية","MUP","","","","1","","","1","20/09/2007 12:21:10 pm"
"424","424","ميباكو","MEPACO","","","","1","","","",""
"425","425","مصر","MISR","","","","1","","","",""
"426","426","ممفيس","MEMPHIS","","","","1","","","",""
"427","427","ميلوبا","MILUPA","","","","1","","","",""
"428","428","مونتول","MONTOL","","","","1","","","",""
"429","429","مونتانا ناتشرلز","MONTANA NATURALS","","","","1","","","",""
"430","430","مارين","MARIYN","","","","1","","","",""
"431","431","مينارن","MENARN","","","","1","","","",""
"432","432","ميفا","MEPHA","","","","1","","","",""
"433","433","الكان","ALKAN","","","","1","","","",""
"434","434","ميكوم","MYCOM","","","","1","","","",""
"435","435","ماجستك","MAJSETIC","","","","1","","","",""
"436","436","نوفو نوردسك","NOVO NORDISK (N.N)","","","","1","","","",""
"437","437","الاسكندرية","ALEXANDRIA","","","","1","","","",""
"438","438","ناتورال فايتامينز","NATURALLY VITAMINS","","","","1","","","",""
"439","439","نوفارتس","NOVARTIS","","","","1","","","",""
"440","440","النصر","AL-NASR","","","","1","","","1","20/09/2007 12:05:15 pm"
"441","441","نستلة","NESTLE","","","","1","","","1","20/09/2007 11:23:27 am"
"442","442","النيل","AL-NILE","","","","1","","","",""
"443","443","نوتريشبا","NUTRICIA","","","","1","","","",""
"444","444","نيبون","NIPPON","","","","1","","","",""
"445","445","ابكس فارم","APEX PHARMA","","","","1","","","1","20/09/2007 11:24:44 am"
"446","446","ناتورال فارماسوتيكالز","NATURAL PHARMACEUTICALS","","","","1","","","",""
"447","447","نوفوفارما","NOVO PHARMA","","","","1","","","",""
"448","448","نيو لايف انترناشيونال","NU LIFE INTERNATIONAL","","","","1","","","",""
"449","449","نورتون","NORTON","","","","1","","","",""
"450","450","اوسبا فارم","OSPA PHARM","","","","1","","","",""
"451","451","الكون","ALCON","","","","1","","","",""
"452","452","اورجانون","ORGANON","","","","1","","","",""
"453","453","اكتوبر فارما","OCTOBER PHARMA","","","","1","","","",""
"454","454","اوتسوكا","OTSUKA","","","","1","","","",""
"455","455","اويسيس","OASIS","","","","1","","","",""
"456","456","بارك دافيس","PARKE DAVIS","","","","1","","","",""
"457","457","بيير فابر","PIERRE FABRE","","","","1","","","",""
"458","458","فارماسيا اند ابجون","PHARMACIA & UPJHON","","","","1","","","",""
"459","459","السيتان","ALSITAN","","","","1","","","",""
"460","460","الاهرام","PYRAMIDS","","","","1","","","1","20/09/2007 12:02:47 pm"
"461","461","الاهرام الدولى","PYRAMIDS INTERNATIONAL","","","","1","","","",""
"462","462","فاركو 1","PHARCO 1","","","","1","","","",""
"463","463","فايزر","PFIZER","","","","1","","","",""
"464","464","بان فارما","PAN PHARMA","","","","1","","","",""
"465","465","الفرعونية","AL-PHARAONIA","","","","1","","","",""
"466","466","بول","POHL","","","","1","","","",""
"467","467","ابوت محلى","ABBOTT LOCAL","","","","1","","","1","08/12/2007 4:37:45 pm"
"468","468","بييت","PIETTE","","","","1","","","",""
"469","469","بروكتر و جامبل","PROCTOR & GAMBLE EGYPT","","","","1","","","",""
"470","470","برودز","PRODES","","","","1","","","",""
"471","471","روا- واجنر","ROWA WAGNER","","","","1","","","",""
"472","472","راميدا","RAMEDA","","","","1","","","",""
"473","473","جولدن كوين","GOLDEN QUEEN","","","","1","","","",""
"474","474","ريكير","RIKER","","","","1","","","",""
"475","475","هوفمان لاروش","HOFFMAN LA ROCHE","","","","1","","","",""
"476","476","رافيزا","RAVIZZA","","","","1","","","",""
"477","477","سكات","SCAT","","","","1","","","",""
"478","478","سيرونو","SERONO","","","","1","","","",""
"479","479","سيجفريد","SIEGFRIED","","","","1","","","",""
"480","480","رانبكسى","RANBAXY","","","","1","","","",""
"481","481","العامرية","AL AMRIYA","","","","1","","","1","08/12/2007 4:40:01 pm"
"482","482","رويميرز","ROEMMERS S.A.I.C.F","","","","1","","","",""
"483","483","سيسو","SISU","","","","1","","","",""
"484","484","سويفكو","SUEFCO","","","","1","","","",""
"485","485","سوانكو","SWANCO","","","","1","","","",""
"486","486","سبيماكو","SPIMACO","","","","1","","","",""
"487","487","شيرينج بلوف","SCHERING PLOUGH","","","","1","","","",""
"488","488","شيرينج اى.جى","SCHERING A.g","","","","1","","","",""
"489","489","سميث كلاين بيكام","SMITH KLINE BEECHAM","","","","1","","","",""
"490","490","سيديكو","SEDICO","","","","1","","","",""
"491","491","سان ناتشرليز","SUN NATURALS","","","","1","","","",""
"492","492","سيرل","SEARLE","","","","1","","","",""
"493","493","سيرفيير","SERVIER","","","","1","","","",""
"494","494","سانت","SANTE","","","","1","","","",""
"495","495","سانوفى سينثيلابو","SANOFI SYNTHELABO","","","","1","","","",""
"496","496","شوارتز","SCHWARZ","","","","1","","","",""
"497","497","سيجما","SIGMA","","","","1","","","",""
"498","498","اكواجن انترناشيونال","AQUAGEN INTERNATIONAL","","","","1","","","",""
"499","499","اس اى بى","SAB","","","","1","","","",""
"500","500","د.تيلو - كوزى","THILO CUSI","","","","1","","","",""
"501","501","تيشون","TISCHON","","","","1","","","",""
"502","502","تى ثرى ايه","T3A","","","","1","","","",""
"503","503","اكو كابس","ACCUCAPS","","","","1","","","",""
"504","504","بوس","BOSS","","","","1","","","",""
"505","505","كورين دي بريونز","CORYNES DE BRUYNES","","","","1","","","",""
"506","506","ويلا","WELLA","","","","1","","","",""
"507","507","روبافارم","ROBAPHARM","","","","1","","","",""
"508","508","باستير ميريو","PASTEUR MERIEUX","","","","1","","","",""
"509","509","ليركين","LERQUIN","","","","1","","","",""
"510","510","كوين","QUEEN","","","","1","","","",""
"511","511","دولورجيت","DOLORGIT","","","","1","","","",""
"512","512","فيتا فيجور","VITA VIGOR","","","","1","","","",""
"513","513","فاكسيرا","VACSERA","","","","1","","","1","20/09/2007 12:04:36 pm"
"514","514","فايوبايوتكس","VITABIOTICS","","","","1","","","",""
"515","515","فيتامك","VITAMEC","","","","1","","","",""
"516","516","اتوس سيكم","Atos Sekem","","","","1","","","1","20/09/2007 12:14:27 pm"
"517","517","ايتون","EATON","","","","1","","","",""
"518","518","فارميتاليا كارلتو ايربا اف  سى اى","FARMITALIA CARLO ERBA","","","","1","","","",""
"519","519","فرينج","FERRING","","","","1","","","",""
"520","520","فيريسنيوس","FERESENIUS","","","","1","","","",""
"521","521","فرست ام","FIRST . M","","","","1","","","",""
"522","522","فورنيير","FOURNIER","","","","1","","","",""
"523","523","فيوتشور بايوتكس","FUTURE BIOTICS","","","","1","","","",""
"524","524","جيديون ريختر","GEDEON  RICHTER","","","","1","","","",""
"525","525","جلوبال","GLOBAL NAPI","","","","1","","","1","20/09/2007 8:27:25 pm"
"526","526","جريم كروس كوريا","GREEN CROSS KOREA","","","","1","","","",""
"527","527","جلاكسو","GLAXO WELCOME","","","","1","","","",""
"528","528","جيروت","GEROT","","","","1","","","",""
"529","529","جربر","GERBER","","","","1","","","",""
"530","530","نيكوميد","NYCOMED","","","","1","","","",""
"531","531","هرمس","HERMES","","","","1","","","",""
"532","532","اتش ماك","H MACK","","","","1","","","1","20/09/2007 12:13:30 pm"
"533","533","هلث فيتا","HEALTH VITA","","","","1","","","",""
"534","534","هاى فارم","HI PHARM","","","","1","","","",""
"535","535","هيب","HIPP","","","","1","","","",""
"536","536","اى سى ان فارماسوتيكالز","ICN  PHARMACEUTICALS","","","","1","","","",""
"537","537","انترناشيونال فايتامين كورب","INTERNATIONAL VITAMIN CORP","","","","1","","","",""
"538","538","بيك جالدن","BYK GULDEN","","","","1","","","",""
"539","539","اى بى اى","IBI","","","","1","","","",""
"540","540","جانسن سيلاج جى سى","JANSSEN  CILAG","","","","1","","","",""
"541","541","جولفار","JULPHAR","","","","1","","","",""
"542","542","جونسون & جونسون","JOHNSON & JOHNSON","","","","1","","","",""
"543","543","جوفات","JUVAT","","","","1","","","",""
"544","544","الترا كير","ULTRA CARE","","","","1","","","",""
"545","545","وييث ايرست","WYETH  AERST","","","","1","","","",""
"546","546","والتر رايتر","WALTER  RITER","","","","1","","","",""
"547","547","وكهاردت ايجبت","WOCKHARDT EGYPT","","","","1","","","",""
"548","548","وايدك","WEIDEC","","","","1","","","",""
"549","549","وايتهل وايت","WHITEHALL WHITE","","","","1","","","1","08/12/2007 4:55:41 pm"
